2024-02-11,80,False,108.98816231842397
2024-02-18,75,False,109.03022401036286
2024-02-25,76,False,104.2150410450898
2024-03-03,83,False,129.7541476112939
2024-03-10,89,False,144.9095410795371
2024-03-17,93,False,178.77672992059868
2024-03-24,90,False,174.47230218320533
2024-03-31,93,False,194.57886506484024
2024-04-07,100,False,178.95283708292362
2024-04-14,77,False,140.0590796149639
2024-04-21,79,False,150.64622261434997
2024-04-28,79,False,141.44244881117422
2024-05-05,80,False,146.19486832760484
2024-05-12,85,False,145.73724429360288
2024-05-19,86,False,172.07106527682484
2024-05-26,78,False,167.74994136840743
2024-06-02,77,False,166.63738410511635
2024-06-09,81,False,158.12154891128472
2024-06-16,79,False,145.034774520891
2024-06-23,74,False,133.203856106091
2024-06-30,74,False,139.885570361457
2024-07-07,74,False,143.67380037477682
2024-07-14,79,False,141.90765514821243
2024-07-21,78,False,174.01097509068825
2024-07-28,77,False,184.75134646704552
2024-08-04,78,False,143.25174579174453
2024-08-11,82,False,153.93643767184827
2024-08-18,84,False,141.63764243153645
2024-08-25,76,False,160.3152430608532
2024-09-01,80,False,135.09018452663804
2024-09-08,75,False,127.61500461974988
2024-09-15,73,False,137.194444755133
2024-09-22,76,False,149.70085134100444
2024-09-29,73,False,156.84753453867077
2024-10-06,72,False,142.59101598447603
2024-10-13,74,False,146.65030493396898
2024-10-20,73,False,159.5962870140177
2024-10-27,71,False,170.47246290470946
2024-11-03,69,False,165.932731815429
2024-11-10,76,False,200.6719578726772
2024-11-17,80,False,216.23485773802375
2024-11-24,83,False,254.53118904516367
2024-12-01,78,False,238.14783539221762
2024-12-08,85,False,239.03015029269105
2024-12-15,78,False,219.45853810525418
2024-12-22,76,False,181.1907100445914
2024-12-29,77,False,194.80672719095514
2025-01-05,72,False,216.83178061506376
2025-01-12,76,False,187.9473036125419
2025-01-19,81,False,263.375832899116
2025-01-26,78,False,257.5096636370506
2025-02-02,77,True,214.7574448528433
